Txhash,                        BlockTimeUnix,                        BlockTime,                        Fee(SOL),                        TokenAccount,                        ChangeType,                        ChangeAmount,                        PreBalancer,                        PostBalancer,                        TokenAddress,                        TokenDecimals,                        TokenMultiplier
5Dp75N11oWaMUsrUj6iqVS9mhDWfwWn599o8GtrGGBijjU9KHJwv2UAfWgTooKXDjGUou32mc1CfCwq98gPugWMR,1708780020,2024-02-24T13:07:00,0.000025,2hoHzozaV6CazkZp64WEnTW1z1hh948RuNKiJZ4yHGs2,dec,19623837784,19645877064,22039280,So11111111111111111111111111111111111111111,9,1.0
4vhsH7BKD14DZ7vAcRcFLuebPs3fTEu42MVjzA3yEXGsqu1MtWbqSuQxenu4vrFmnSwzKUBnPwLZP5pDeSuBjT9S,1708779996,2024-02-24T13:06:36,0.000036675,2hoHzozaV6CazkZp64WEnTW1z1hh948RuNKiJZ4yHGs2,inc,19573786489,72090575,19645877064,So11111111111111111111111111111111111111111,9,1.0
4vhsH7BKD14DZ7vAcRcFLuebPs3fTEu42MVjzA3yEXGsqu1MtWbqSuQxenu4vrFmnSwzKUBnPwLZP5pDeSuBjT9S,1708779996,2024-02-24T13:06:36,0.000036675,Ge1vXsg4GBb15s2nKDjVjA6xEFc9nEyxAuChEgwjqekS,dec,2000000000,5505166351,3505166351,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6,1.0
4vhsH7BKD14DZ7vAcRcFLuebPs3fTEu42MVjzA3yEXGsqu1MtWbqSuQxenu4vrFmnSwzKUBnPwLZP5pDeSuBjT9S,1708779989,2024-02-24T13:06:29,0.000036675,2hoHzozaV6CazkZp64WEnTW1z1hh948RuNKiJZ4yHGs2,inc,19577000193,72090575,19649090768,So11111111111111111111111111111111111111111,9,1.0
5qoBzuaidvFr7iNCU6Q2rz7MKRbSvVxaE6CtVHu4PcgCYwyEnLyNZyrRPKMHCrri84B35DJgD9DNQJ9uVpbRpcB4,1708767429,2024-02-24T09:37:09,0.00001,23yULSTmqXpkffEdNZKGWf5aiRnxtWskfkbz8fsxJZ4B,inc,1000000,18000000,19000000,9zcHWbmRxsbFRjmx3fy9KQuwX7MkJKx5xDwzZGxU9hNc,6,1.0
4rkxdvHrEpgGQ4vVfFZMJJfFTWQB5QA1HNMXLiAiDu1de3YvsB3bwRDAHJ6RwWtaVCmubT3ECQYmWDg5DbrTQNCz,1708753426,2024-02-24T05:43:46,0.00001,5BJDKspDFZjaS5rGLFe9UHnzhaqpvTc4LekNbbXnYjin,inc,1000000,22000000,23000000,12CktnZjSPy3cyfNALXo7e5YnXdY4v8ZeL4SX4iMuZ5N,6,1.0
5XiPsV72fbXqTCQrPFW6z71nKEAnAgasdxBf1xgVWueR9B5qmRYKaZhidmgB85kkMKXrSCpKPTmgyDCxy2r4iHs1,1708721838,2024-02-23T20:57:18,0.00001,5BJDKspDFZjaS5rGLFe9UHnzhaqpvTc4LekNbbXnYjin,inc,1000000,21000000,22000000,12CktnZjSPy3cyfNALXo7e5YnXdY4v8ZeL4SX4iMuZ5N,6,1.0
2k6bHRKai9fMEgCpbS32AjufG854ZYwPcqXGUJsP4eNR7oTcvd7nknXcxM53zAuTXbZCDuLViXYC9jXbecHcngEg,1708708086,2024-02-23T17:08:06,0.000025,2hoHzozaV6CazkZp64WEnTW1z1hh948RuNKiJZ4yHGs2,dec,25000,72115575,72090575,So11111111111111111111111111111111111111111,9,1.0
2k6bHRKai9fMEgCpbS32AjufG854ZYwPcqXGUJsP4eNR7oTcvd7nknXcxM53zAuTXbZCDuLViXYC9jXbecHcngEg,1708708086,2024-02-23T17:08:06,0.000025,Ge1vXsg4GBb15s2nKDjVjA6xEFc9nEyxAuChEgwjqekS,dec,100000000,5605166351,5505166351,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6,1.0
1Tuo5kzeVwdvEcc9gPx8EduFxTHeoeCbqN9q5izVbzChxEiZ3Ysww7mGzFKgtYKM8DdF62QtftVqsN1VvoQJ7mY,1708696794,2024-02-23T13:59:54,0.00001,23yULSTmqXpkffEdNZKGWf5aiRnxtWskfkbz8fsxJZ4B,inc,1000000,17000000,18000000,9zcHWbmRxsbFRjmx3fy9KQuwX7MkJKx5xDwzZGxU9hNc,6,1.0
39jMTZxEFxbizqtCCC18QwqMVHWa9cN18FKu1MHkUzo5K5SyXHjsZpcL51zT5KVghUre8vm1zSpvUJkVxRXGvkeh,1708661495,2024-02-23T04:11:35,0.00001,5BJDKspDFZjaS5rGLFe9UHnzhaqpvTc4LekNbbXnYjin,inc,1000000,20000000,21000000,12CktnZjSPy3cyfNALXo7e5YnXdY4v8ZeL4SX4iMuZ5N,6,1.0
33kMmyTMs3Btuz4k1Y1bHR4pVQ1eeidfBS15HoBkcSWYtrnbtiC3NBbP7BZYqXo7Zf8eeS5HAMMMMNEK4yjgTkn,1708638337,2024-02-22T21:45:37,0.000025,Ge1vXsg4GBb15s2nKDjVjA6xEFc9nEyxAuChEgwjqekS,inc,1754901535,3850264816,5605166351,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6,1.0
4nwFLL36r8FvWnTRjKk8Q5hbgJ2jETL7oodsr7UdE3CuBqjnqpddxJKGDR72qY4FfEVsHVbmh5TQfApnBAk2VnPZ,1708605701,2024-02-22T12:41:41,0.00001,23yULSTmqXpkffEdNZKGWf5aiRnxtWskfkbz8fsxJZ4B,inc,1000000,16000000,17000000,9zcHWbmRxsbFRjmx3fy9KQuwX7MkJKx5xDwzZGxU9hNc,6,1.0
UwRNqPAkgyNVWVToHAvrN4jGc4mRgEQkKCwCENiqaiAhwfDW9Ve7u8nxEBMVks2XfBjcYTihXuABCPPQgMR4BgN,1708591491,2024-02-22T08:44:51,0.00001,5BJDKspDFZjaS5rGLFe9UHnzhaqpvTc4LekNbbXnYjin,inc,1000000,19000000,20000000,12CktnZjSPy3cyfNALXo7e5YnXdY4v8ZeL4SX4iMuZ5N,6,1.0
66MrCavTrXTfPW9NKUzicqmNjwHGRPzQFS2VAypVcXhYiTMk7PQY2MMA5Nht3n8xpigPtXMCyE9a5Y99gRZtEjiX,1708538161,2024-02-21T17:56:01,0.00001,23yULSTmqXpkffEdNZKGWf5aiRnxtWskfkbz8fsxJZ4B,inc,1000000,15000000,16000000,9zcHWbmRxsbFRjmx3fy9KQuwX7MkJKx5xDwzZGxU9hNc,6,1.0
vTXHY9a84aC2c9isGJWG7kfh7mZNgdnZYhFhVwkkeufLoY68W27rpfqfJ6XmEYSxC3vm8sXcSHXCRUejjXYBdw3,1708502992,2024-02-21T08:09:52,0.00001,23yULSTmqXpkffEdNZKGWf5aiRnxtWskfkbz8fsxJZ4B,inc,1000000,14000000,15000000,9zcHWbmRxsbFRjmx3fy9KQuwX7MkJKx5xDwzZGxU9hNc,6,1.0
4NrN3PvNkwtCEjqdCFgciNs4TZYJgr6jPUZgAkL19c8hzPgVNiQuhDRqQjURcHse9vjsqQKuoB2anTh4dwKQBkUV,1708499889,2024-02-21T07:18:09,0.00001,5BJDKspDFZjaS5rGLFe9UHnzhaqpvTc4LekNbbXnYjin,inc,1000000,18000000,19000000,12CktnZjSPy3cyfNALXo7e5YnXdY4v8ZeL4SX4iMuZ5N,6,1.0
3dakTowHv9Pc7EC3eYRENvM33QHz3rgdMjHTAnpEjgWdB8Y3W8KJsEBLgEPPnLC3HpNpVp9WKvviBeWW2RsumnkH,1708188674,2024-02-17T16:51:14,0.00001,23yULSTmqXpkffEdNZKGWf5aiRnxtWskfkbz8fsxJZ4B,inc,1000000,13000000,14000000,9zcHWbmRxsbFRjmx3fy9KQuwX7MkJKx5xDwzZGxU9hNc,6,1.0
21vUrbDGGHetSyVDs3SaUQi6LaP7pw6pL8aD2JzZm3qvPzfn27rQ8T2X5c1jQqnprFAMiBA3sWyBt2sPFinCcJ5m,1708160521,2024-02-17T09:02:01,0.00001,5BJDKspDFZjaS5rGLFe9UHnzhaqpvTc4LekNbbXnYjin,inc,1000000,17000000,18000000,12CktnZjSPy3cyfNALXo7e5YnXdY4v8ZeL4SX4iMuZ5N,6,1.0
2RSDBiVgSGUwMqSrvk8JfwNRUxSe8arsHg1zaMLEN4MAoqzTa8YYw8mFuhS9FEeFu8gwWRK1MCTsbedkJidmDwW1,1708116986,2024-02-16T20:56:26,0.000025,Ge1vXsg4GBb15s2nKDjVjA6xEFc9nEyxAuChEgwjqekS,dec,2005000000,5855264816,3850264816,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6,1.0
5wz6QkoPD1oEdvf5Nsp8mVHhaEhR5aZGexGEFN2xbWYRT6egg5CZASW9ZaguurcEqokLjWfmDFhQtk3byKZGVrQQ,1708112283,2024-02-16T19:38:03,0.000025,Ge1vXsg4GBb15s2nKDjVjA6xEFc9nEyxAuChEgwjqekS,inc,190122532,5665142284,5855264816,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6,1.0
z6tfpPwNNnMRyf5nuSvxs5abkoNX91gdKPJh7ptjS8oSq7jLUPUBX2oqwxXtGYi9qUQ7ubL5NbvLrrX3ZwtETwi,1708028614,2024-02-15T20:23:34,0.000105,2hoHzozaV6CazkZp64WEnTW1z1hh948RuNKiJZ4yHGs2,dec,5844154572,5947049572,102895000,So11111111111111111111111111111111111111111,9,1.0
z6tfpPwNNnMRyf5nuSvxs5abkoNX91gdKPJh7ptjS8oSq7jLUPUBX2oqwxXtGYi9qUQ7ubL5NbvLrrX3ZwtETwi,1708028614,2024-02-15T20:23:34,0.000105,Ge1vXsg4GBb15s2nKDjVjA6xEFc9nEyxAuChEgwjqekS,inc,658136554,5007005730,5665142284,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6,1.0
2NoZGsEx4FJocEQEZDWribrAcQrbWD8dpEYf9YyS2uhqPCvaGzmxzSJDgFqjfyMXFFYABYqbpBeHETYfrVy6Lgff,1707990985,2024-02-15T09:56:25,0.00001,2hoHzozaV6CazkZp64WEnTW1z1hh948RuNKiJZ4yHGs2,inc,5837126000,109923572,5947049572,So11111111111111111111111111111111111111111,9,1.0
5hNj88X5GAgHCPJn8BLMPnQJkh5CHmgV8GtAeshqKEtgmH9GFjDduugU7Ka8xoL5dLu5Rc2zbMLjyHqXGKGAgTBU,1707944076,2024-02-14T20:54:36,0.00001,5BJDKspDFZjaS5rGLFe9UHnzhaqpvTc4LekNbbXnYjin,inc,1000000,16000000,17000000,12CktnZjSPy3cyfNALXo7e5YnXdY4v8ZeL4SX4iMuZ5N,6,1.0
21idcb7LDFic1gD1NnjR7wx8TXsWf6B6GCV9PmQWgKXzty59sG8sXAbXTWwQRmdWRqbpofriHJQ64nwBz56vCo54,1707908874,2024-02-14T11:07:54,0.00001,23yULSTmqXpkffEdNZKGWf5aiRnxtWskfkbz8fsxJZ4B,inc,1000000,12000000,13000000,9zcHWbmRxsbFRjmx3fy9KQuwX7MkJKx5xDwzZGxU9hNc,6,1.0
3c3i2fwvyrprQCGgoXYg5quCskG7NDzpG69EPDAQrYwPG4im6Z76EGzYvteC1s4gY4NSYcVdUG4zd13WeegZApDk,1707868455,2024-02-13T23:54:15,0.000076428,2hoHzozaV6CazkZp64WEnTW1z1hh948RuNKiJZ4yHGs2,dec,22210105769,22320029341,109923572,So11111111111111111111111111111111111111111,9,1.0
3c3i2fwvyrprQCGgoXYg5quCskG7NDzpG69EPDAQrYwPG4im6Z76EGzYvteC1s4gY4NSYcVdUG4zd13WeegZApDk,1707868455,2024-02-13T23:54:15,0.000076428,Ge1vXsg4GBb15s2nKDjVjA6xEFc9nEyxAuChEgwjqekS,inc,2501273662,2505732068,5007005730,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6,1.0
3KuaVdCKaYzq8TyTENQquycEjhAJSkcxnYNDaY1M77BKqhABXk4HajRxY1ZjE3QhLNvZ83vrBYe1bBzp35ZRS7tu,1707868385,2024-02-13T23:53:05,0.00001,2hoHzozaV6CazkZp64WEnTW1z1hh948RuNKiJZ4yHGs2,inc,22200000000,120029341,22320029341,So11111111111111111111111111111111111111111,9,1.0
66xcWqTUUJ179WsmY2SodsFp3hsn5euuC2CMBfLnRw8LAnMFDowqtUT3Tnw6DyVftJEC6LxowWzDfPHyJLsAjYmS,1707835336,2024-02-13T14:42:16,0.00001,23yULSTmqXpkffEdNZKGWf5aiRnxtWskfkbz8fsxJZ4B,inc,1000000,11000000,12000000,9zcHWbmRxsbFRjmx3fy9KQuwX7MkJKx5xDwzZGxU9hNc,6,1.0
5yNHSRfny7cfbLd2dpExCWB4ML6P7SjmSygALniZq97zTet2JjhvaEKSvzDwNzCLUwwucKewRnBaK7VkHHXb6CX,1707813351,2024-02-13T08:35:51,0.00001,5BJDKspDFZjaS5rGLFe9UHnzhaqpvTc4LekNbbXnYjin,inc,1000000,15000000,16000000,12CktnZjSPy3cyfNALXo7e5YnXdY4v8ZeL4SX4iMuZ5N,6,1.0
51BACYah1WpcDAEXFNwwjh9jNk74WZpmDVKFng2uFgZvN1UQkdcahd2YifCuZ9SzSWnc2SU28QHCumikLhi6VZWk,1707781748,2024-02-12T23:49:08,0.000024534,Ge1vXsg4GBb15s2nKDjVjA6xEFc9nEyxAuChEgwjqekS,inc,2505732068,0,2505732068,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6,1.0
2vLhcGZbfsDphJSBZTvuUyu3PnrYcQEc2nVLKVX5buDsGXYksD1r2DF9hhsbArpxaZUCycTHD65YbaioGM2kMdcR,1707705186,2024-02-12T02:33:06,0.00001,23yULSTmqXpkffEdNZKGWf5aiRnxtWskfkbz8fsxJZ4B,inc,1000000,10000000,11000000,9zcHWbmRxsbFRjmx3fy9KQuwX7MkJKx5xDwzZGxU9hNc,6,1.0
2325UPpc8adspjbBHW9H6y7Ss3UFqJJeaHnSyQzRJ3yL2ukPN87Fm3idQqKtfQWFvf9FuDyJKLZnTpzuQBq7YQ86,1707678659,2024-02-11T19:10:59,0.00001,5BJDKspDFZjaS5rGLFe9UHnzhaqpvTc4LekNbbXnYjin,inc,1000000,14000000,15000000,12CktnZjSPy3cyfNALXo7e5YnXdY4v8ZeL4SX4iMuZ5N,6,1.0
2NhhbCKfpehvJgBcD8xSDqBTLR9WbfdvDBzQwDZLStuPhfvYhzq76a5dbC1AN5aftDnzzfDp8yrpcRcrjdQaqqBM,1707610797,2024-02-11T00:19:57,0.00001,23yULSTmqXpkffEdNZKGWf5aiRnxtWskfkbz8fsxJZ4B,inc,1000000,9000000,10000000,9zcHWbmRxsbFRjmx3fy9KQuwX7MkJKx5xDwzZGxU9hNc,6,1.0
2vXSEUiF8cMKAACsT94DD4TGmAWDHbfi7jR1wke5Q2hfeQnLMY2E7mxtqQdq7Nr9q1Kv42SKgR8ctLW99ao5qwMi,1707608395,2024-02-10T23:39:55,0.00001,5BJDKspDFZjaS5rGLFe9UHnzhaqpvTc4LekNbbXnYjin,inc,1000000,13000000,14000000,12CktnZjSPy3cyfNALXo7e5YnXdY4v8ZeL4SX4iMuZ5N,6,1.0
2imuZn7oqmbxiecb9FUh3in35RGMHK1QJwooy8ZqsuvcpCwn4cCXzJ6CnGYKFnCvASB5GsqZH3nsuVHAy2QBf6Ex,1707608234,2024-02-10T23:37:14,0.00001,5BJDKspDFZjaS5rGLFe9UHnzhaqpvTc4LekNbbXnYjin,inc,1000000,12000000,13000000,12CktnZjSPy3cyfNALXo7e5YnXdY4v8ZeL4SX4iMuZ5N,6,1.0
dZ4X2xp8prS55GYUmnEp1DKfPQenr91DoMR4qjLe4XxAw2UfhxE1j9dggWkRL9zdWoYm8ph6mV6uKGhGsKLF1Fx,1707607530,2024-02-10T23:25:30,0.00001,5BJDKspDFZjaS5rGLFe9UHnzhaqpvTc4LekNbbXnYjin,inc,1000000,11000000,12000000,12CktnZjSPy3cyfNALXo7e5YnXdY4v8ZeL4SX4iMuZ5N,6,1.0
4GjJDhfkmR6t5pML8jdL7gRVMc7VjE7kxi9mjT5W4wXY1zXdd8Tk3EBeHt8YXo5MKibm84daP8Aj2xb2qrQj5TVe,1707593695,2024-02-10T19:34:55,0.00001,23yULSTmqXpkffEdNZKGWf5aiRnxtWskfkbz8fsxJZ4B,inc,1000000,8000000,9000000,9zcHWbmRxsbFRjmx3fy9KQuwX7MkJKx5xDwzZGxU9hNc,6,1.0
2D46j8qm3N17VYtQcwwSp6nPzkQHh26MCcjuhfVnypjBeUnWUHhtVJmCEE39PxHbfJgNQiDUqNrrXMvd7gvCjvwz,1707589309,2024-02-10T18:21:49,0.00001,23yULSTmqXpkffEdNZKGWf5aiRnxtWskfkbz8fsxJZ4B,inc,1000000,7000000,8000000,9zcHWbmRxsbFRjmx3fy9KQuwX7MkJKx5xDwzZGxU9hNc,6,1.0
4QL83sgx1MQFkcU8ACSETrhFzQFcyDYwbSSZSdAeA2mPThy2W4wh2uDv9aw6bCqENxY39A3bCQaEMuKAs7d96kyC,1707586877,2024-02-10T17:41:17,0.00001,23yULSTmqXpkffEdNZKGWf5aiRnxtWskfkbz8fsxJZ4B,inc,1000000,6000000,7000000,9zcHWbmRxsbFRjmx3fy9KQuwX7MkJKx5xDwzZGxU9hNc,6,1.0
2xsyQVttfccoxm5faWXKHcnQ5cRqsqCAAWdxujFD57dbm3T2yhaqVDBJEEaq3yfK723xRv9sWJpa3u5kQAMjuEUQ,1707577501,2024-02-10T15:05:01,0.00001,5BJDKspDFZjaS5rGLFe9UHnzhaqpvTc4LekNbbXnYjin,inc,1000000,10000000,11000000,12CktnZjSPy3cyfNALXo7e5YnXdY4v8ZeL4SX4iMuZ5N,6,1.0
NdBcrnQ3btPKVZaJg9uzHnKfViGfLJjE9LxCvKTEiAuFZmjrDZaMUZR5SCUXCffRwYk97wxeurnsu4qkNVf7sLT,1707557023,2024-02-10T09:23:43,0.00001,5BJDKspDFZjaS5rGLFe9UHnzhaqpvTc4LekNbbXnYjin,inc,1000000,9000000,10000000,12CktnZjSPy3cyfNALXo7e5YnXdY4v8ZeL4SX4iMuZ5N,6,1.0
4pMGW7VufYH71YT4iceG82ZBb3ymcksCR2oLCTy9k9EdoCvYiwhB5kBNTGJKaVFkWvwJTZVMbKXSNpgNnHx3TUrG,1707541746,2024-02-10T05:09:06,0.00001,23yULSTmqXpkffEdNZKGWf5aiRnxtWskfkbz8fsxJZ4B,inc,1000000,5000000,6000000,9zcHWbmRxsbFRjmx3fy9KQuwX7MkJKx5xDwzZGxU9hNc,6,1.0
366NpGKGdTKQRXXG39H3PPnPSuxHACXJNTwFTV7LF3eJdfkdKumveuWwotHGqBPyukYvTuGAWtzPUB8A5gM1nahA,1707297465,2024-02-07T09:17:45,0.00001,5BJDKspDFZjaS5rGLFe9UHnzhaqpvTc4LekNbbXnYjin,inc,1000000,8000000,9000000,12CktnZjSPy3cyfNALXo7e5YnXdY4v8ZeL4SX4iMuZ5N,6,1.0
8uoKboFwyLhpEqUmgJkyQSAZqXfvGoVKkGZCoEb9nfj9zusngZkJxWzfMqb9K656Z1ovKCMyxjiSG6uAJ76DXmj,1707277131,2024-02-07T03:38:51,0.00001,23yULSTmqXpkffEdNZKGWf5aiRnxtWskfkbz8fsxJZ4B,inc,1000000,4000000,5000000,9zcHWbmRxsbFRjmx3fy9KQuwX7MkJKx5xDwzZGxU9hNc,6,1.0
57NR4GAJK1AzQwxWivoEzaVRZUuLXMFyTUp3DbhgrmVUYMPXNQaVmsbTcQumfyQV5MHNtJB6iNWACFtGYcq8azd4,1707266479,2024-02-07T00:41:19,0.00001,5BJDKspDFZjaS5rGLFe9UHnzhaqpvTc4LekNbbXnYjin,inc,1000000,7000000,8000000,12CktnZjSPy3cyfNALXo7e5YnXdY4v8ZeL4SX4iMuZ5N,6,1.0
29qBYbVB3cass65CEztBJcdCVEPa6UEXMLm3Diqc4M5PN73xBdXhNRJ3JDsfBPj1iWVG7pyenqo5kHquoC9BtDXs,1707093558,2024-02-05T00:39:18,0.00001,5BJDKspDFZjaS5rGLFe9UHnzhaqpvTc4LekNbbXnYjin,inc,1000000,6000000,7000000,12CktnZjSPy3cyfNALXo7e5YnXdY4v8ZeL4SX4iMuZ5N,6,1.0
3jTpxETvhr3Cguq9t589owwkqZcggLDYyvEYnPczf7int8WmkDLS1Afbd68K8r28jvgduxJ2XkgseUHnNLs1Jj9p,1707038234,2024-02-04T09:17:14,0.00001,23yULSTmqXpkffEdNZKGWf5aiRnxtWskfkbz8fsxJZ4B,inc,1000000,3000000,4000000,9zcHWbmRxsbFRjmx3fy9KQuwX7MkJKx5xDwzZGxU9hNc,6,1.0
2tD2KWc6EfX2H7gQJVKTsYL6qHmhtuBHqpuuXBEhjt9KXHXtW4r1A78Y9RocPqESEaSHHfD5UdzkXUSwo64veos9,1706998811,2024-02-03T22:20:11,0.000025,Ge1vXsg4GBb15s2nKDjVjA6xEFc9nEyxAuChEgwjqekS,dec,672787619,672787619,0,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6,1.0
2tZ4Xpu5a3gA1QrWUncCUJaAf67iJeYyj2nVaf271Nw42cRGEzUZAhC6ebhNhzMNe2vwVJYTRqxtCMkE8TsoHQhQ,1706997991,2024-02-03T22:06:31,0.000025,Ge1vXsg4GBb15s2nKDjVjA6xEFc9nEyxAuChEgwjqekS,dec,800000000,1472787619,672787619,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6,1.0
66zcWeMawrV9v3RNPu7ZA1efvgMTPaPxdk9SURCKoCt8pcSqgD1mFg3hZYtNwfj5xEHZdERunomaJWFShBcBjssY,1706984378,2024-02-03T18:19:38,0.000025,Ge1vXsg4GBb15s2nKDjVjA6xEFc9nEyxAuChEgwjqekS,dec,10000000,1482787619,1472787619,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6,1.0
51A7ageSS9UXqA2bekWevobir6qub4LVS7BDZVmAQBnLwhXMoUWUhtprnHeb9zY12GV5aHuuZr4Km9SGFKLPcB2q,1706970182,2024-02-03T14:23:02,0.00001,23yULSTmqXpkffEdNZKGWf5aiRnxtWskfkbz8fsxJZ4B,inc,1000000,2000000,3000000,9zcHWbmRxsbFRjmx3fy9KQuwX7MkJKx5xDwzZGxU9hNc,6,1.0
ypKsGuZbKhLM9HhfrSnH9WDV2wTZDRy7YhcdMN5DSVTwGxJFW3vkXk76Y33p8CJrQgHxpGmb7FYe8L9MuP6xbeo,1706966151,2024-02-03T13:15:51,0.00001,5BJDKspDFZjaS5rGLFe9UHnzhaqpvTc4LekNbbXnYjin,inc,1000000,5000000,6000000,12CktnZjSPy3cyfNALXo7e5YnXdY4v8ZeL4SX4iMuZ5N,6,1.0
3E4rUGfBWk6MnnnGpHrhVnt38dXqNpwYz1xVjQrHupFU3YtRM4uKLF7hpRCzKx9jkwgbasZCJzac4hx6CwLjEerj,1706931325,2024-02-03T03:35:25,0.00001,23yULSTmqXpkffEdNZKGWf5aiRnxtWskfkbz8fsxJZ4B,inc,1000000,1000000,2000000,9zcHWbmRxsbFRjmx3fy9KQuwX7MkJKx5xDwzZGxU9hNc,6,1.0
4GC4S8hSqzQiedfgZZUNEep6KLSm7aC2CzoXNzreAsTzbcF9KUmFjpH4Zvo3DSxbxxULw24XxaQNfVWgwf16NYep,1706915749,2024-02-02T23:15:49,0.000008667,2hoHzozaV6CazkZp64WEnTW1z1hh948RuNKiJZ4yHGs2,dec,2360008667,2421024822,61016155,So11111111111111111111111111111111111111111,9,1.0
4GC4S8hSqzQiedfgZZUNEep6KLSm7aC2CzoXNzreAsTzbcF9KUmFjpH4Zvo3DSxbxxULw24XxaQNfVWgwf16NYep,1706915749,2024-02-02T23:15:49,0.000008667,Ge1vXsg4GBb15s2nKDjVjA6xEFc9nEyxAuChEgwjqekS,inc,237050348,1245737271,1482787619,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6,1.0
4mmj5mQ2pHXiEfbvQwoDjZ1ApFqvaT14RnjsJZZDLpum7gNLqnk5bzsSApN7bSQTq9dzUt865wuUK1KaqbV4M8HR,1706913693,2024-02-02T22:41:33,0.000025,2hoHzozaV6CazkZp64WEnTW1z1hh948RuNKiJZ4yHGs2,inc,725520720,1695514520,2421035240,So11111111111111111111111111111111111111111,9,1.0
qEnic2Tup772bwm3RfAckM3WAmhGfZ5DQDfhQ36qBV3MF6MLZgVrjkL4i6WeNdwXo4kuUEzkCw1XYKvZ7vevtWJ,1706913663,2024-02-02T22:41:03,0.000025,2hoHzozaV6CazkZp64WEnTW1z1hh948RuNKiJZ4yHGs2,inc,107830720,1587683800,1695514520,So11111111111111111111111111111111111111111,9,1.0
2rL3p3m2poe6YNEFopofDTX92gczpkxLsvPzf7DtxCmRx5qGJun5KGjr2jJXv36BR98jiJD7SjfnQZWeSACE3N6j,1706913646,2024-02-02T22:40:46,0.00002658,Ge1vXsg4GBb15s2nKDjVjA6xEFc9nEyxAuChEgwjqekS,inc,1019680046,226057225,1245737271,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6,1.0
3Vqh7UrLszBygFCbqreRcDAybnU3VqostQyvrBYtATFVPQKhGK6UfHb9oCdMSbYLSwqd2Xh9P9vdthpyBvkm5PVL,1706913563,2024-02-02T22:39:23,0.000025,2hoHzozaV6CazkZp64WEnTW1z1hh948RuNKiJZ4yHGs2,inc,1580000000,7683800,1587683800,So11111111111111111111111111111111111111111,9,1.0
2eRTL6j9McfqygrhoneQrTFNGEz1S92ga4JsoHaCWNgbPF1MrpFtPWdeZ5Eg9a64f9tbMtTSh7vsqTktEZfmQMGx,1706888579,2024-02-02T15:42:59,0.000025,2hoHzozaV6CazkZp64WEnTW1z1hh948RuNKiJZ4yHGs2,dec,25000,7708800,7683800,So11111111111111111111111111111111111111111,9,1.0
2eRTL6j9McfqygrhoneQrTFNGEz1S92ga4JsoHaCWNgbPF1MrpFtPWdeZ5Eg9a64f9tbMtTSh7vsqTktEZfmQMGx,1706888579,2024-02-02T15:42:59,0.000025,Ge1vXsg4GBb15s2nKDjVjA6xEFc9nEyxAuChEgwjqekS,dec,3990000000,4216057225,226057225,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6,1.0
Q234v89M4qghT3cDJz7TVVYtZHg1uDEcfhyCBHigkHEn5hsh2G8R3D2p3rPJzUArBHCyjH6Ms2XLQSJTTbcDDaH,1706888527,2024-02-02T15:42:07,0.000007,Ge1vXsg4GBb15s2nKDjVjA6xEFc9nEyxAuChEgwjqekS,inc,4001000000,215057225,4216057225,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6,1.0
2trRSqVVxdB8MqUppNozNAszaQdTdjivs5nFCe96Q8AAfFhsuBjrRzYfXC4DeuseMdKE2wdhNjFZY7a4QH9MUgtB,1706887785,2024-02-02T15:29:45,0.000025,2hoHzozaV6CazkZp64WEnTW1z1hh948RuNKiJZ4yHGs2,dec,25000,7733800,7708800,So11111111111111111111111111111111111111111,9,1.0
2trRSqVVxdB8MqUppNozNAszaQdTdjivs5nFCe96Q8AAfFhsuBjrRzYfXC4DeuseMdKE2wdhNjFZY7a4QH9MUgtB,1706887785,2024-02-02T15:29:45,0.000025,Ge1vXsg4GBb15s2nKDjVjA6xEFc9nEyxAuChEgwjqekS,dec,10000000,225057225,215057225,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6,1.0
